mouraID;NOME;SEXO;PORTE;CAD PETZ ID;DATA DE NASCIMENTO;PESO;FOTO;UNIDADE PETZ;CIDADE;ESTADO;IDADE (MESES);FILHOTE;ENTRADA
4567484;AIMÊ;FEMALE;Pequeno;7050593;2023-11-20;3.0;https://s3.amazonaws.com/petz-cdm-stg/7c55a0fc-5ff4-456d-adb2-375197f21b7d.jpeg;Petz Aricanduva;SAO PAULO;SP;11;True;2024-10-26
4551283;ALANA;FEMALE;Pequeno;7030583;2023-06-04;4.0;https://s3.amazonaws.com/petz-cdm-stg/f6ff0e63-c076-490b-9ed3-94b62c3ba633.jpeg;Petz Aricanduva;SAO PAULO;SP;17;False;2024-10-26
4689005;Alice;FEMALE;Pequeno;7205967;2023-10-12;3.0;https://s3.amazonaws.com/petz-cdm-stg/74220ce2-c7c3-469d-bc12-c95a02afc8a2.jpeg;Petz Sorocaba;SOROCABA;SP;12;False;2024-10-26
4613592;AMABILE;FEMALE;Pequeno;7110065;2023-07-03;4.0;https://s3.amazonaws.com/petz-cdm-stg/b7e0bd5f-e8cc-4dae-ac28-a1589d72893e.jpeg;Petz Aricanduva;SAO PAULO;SP;16;False;2024-10-26
4698661;Amarelo;MALE;Pequeno;7219216;2022-10-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/35a17cdc-4719-4e76-8a8b-4abcf8e6edc5.jpeg;Petz Congonhas;SAO PAULO;SP;25;False;2024-10-26
3918377;Apollo;MALE;Pequeno;6334125;2022-02-01;0.4;https://s3.amazonaws.com/petz-cdm-stg/4b7d809d-8c80-4ff7-b7e3-03d1ad2bdb41.jpeg;Petz Diadema;DIADEMA;SP;33;False;2024-10-26
4683592;Ariel;FEMALE;Pequeno;7199267;2024-05-20;2.0;https://s3.amazonaws.com/petz-cdm-stg/eb4e3fff-eaad-4947-af18-cce9dc96cb9f.jpeg;Petz Limão;SAO PAULO;SP;5;True;2024-10-26
4707916;AURORA ;FEMALE;Pequeno;7231611;2023-10-25;3.0;https://s3.amazonaws.com/petz-cdm-stg/68323fd3-bb33-404d-b4f3-7029aa7928e6.jpeg;Petz Bosque Maia;GUARULHOS;SP;12;False;2024-10-26
4711245;Aurora ;FEMALE;Pequeno;7236344;2024-01-18;4.0;https://s3.amazonaws.com/petz-cdm-stg/92f77586-5c30-4037-9729-95e6598c88f2.jpeg;Petz Vila Isabel;RIO DE JANEIRO;RJ;9;True;2024-10-26
4698788;Barney;MALE;Pequeno;7219358;2024-07-31;2.0;https://s3.amazonaws.com/petz-cdm-stg/c16c5e77-8933-40b3-ac0f-936c859da1c9.jpeg;Petz Radial Leste;SAO PAULO;SP;3;True;2024-10-26
