mouraID;NOME;SEXO;PORTE;CAD PETZ ID;DATA DE NASCIMENTO;PESO;FOTO;UNIDADE PETZ;CIDADE;ESTADO;IDADE (MESES);FILHOTE;ENTRADA
2813670;ADONIS;MALE;Pequeno;4543672;2021-03-26;0.0;https://s3.amazonaws.com/petz-cdm-stg/a66b8e02-0b4c-456a-a7e3-15ff39546037.jpeg;Petz Washington Soares;FORTALEZA;CE;44;False;2024-12-01
4746295;AKEMI;FEMALE;Pequeno;7283646;2023-11-07;3.0;https://s3.amazonaws.com/petz-cdm-stg/823ba395-7e5c-4bae-b1e7-947fbc39a70a.jpeg;Petz Carrefour São Caetano;SAO CAETANO DO SUL;SP;12;False;2024-12-01
2813671;AKILA;MALE;Pequeno;4543673;2021-03-26;0.0;https://s3.amazonaws.com/petz-cdm-stg/0dfd40a4-ae89-4391-89ff-24486767f362.jpeg;Petz Washington Soares;FORTALEZA;CE;44;False;2024-12-01
4740395;ALFREDO;MALE;Pequeno;7275967;2022-07-28;4.0;https://s3.amazonaws.com/petz-cdm-stg/6a49d6f4-27fe-4621-a614-d8c7e0b24fe7.jpeg;Petz Moinhos de Vento;PORTO ALEGRE;RS;28;False;2024-12-01
4689005;Alice;FEMALE;Pequeno;7205967;2023-10-12;3.0;https://s3.amazonaws.com/petz-cdm-stg/74220ce2-c7c3-469d-bc12-c95a02afc8a2.jpeg;Petz Sorocaba;SOROCABA;SP;13;False;2024-12-01
4577155;Amelie;FEMALE;Pequeno;7062534;2024-01-01;2.0;https://s3.amazonaws.com/petz-cdm-stg/4dc21b55-be56-4969-b56b-13bd9c9ef186.jpeg;Petz Salvador Bonocô;SALVADOR;BA;11;True;2024-12-01
4737844;amy;FEMALE;Pequeno;7272695;2024-09-01;1.0;https://s3.amazonaws.com/petz-cdm-stg/49a21b7c-858e-4d11-9bec-cceef81d0478.jpeg;Petz W3 Norte;BRASILIA;DF;3;True;2024-12-01
4734968;Aninha;FEMALE;Pequeno;7268637;2024-07-10;2.0;https://s3.amazonaws.com/petz-cdm-stg/15702a6a-8d58-4b33-8945-45a1f072a3dc.jpeg;Petz Limão;SAO PAULO;SP;4;True;2024-12-01
3918377;Apollo;MALE;Pequeno;6334125;2022-02-01;0.4;https://s3.amazonaws.com/petz-cdm-stg/4b7d809d-8c80-4ff7-b7e3-03d1ad2bdb41.jpeg;Petz Diadema;DIADEMA;SP;34;False;2024-12-01
4739375;Apolo;MALE;Pequeno;7274668;2024-08-15;1.0;https://s3.amazonaws.com/petz-cdm-stg/da58f0a8-0692-4f10-bd84-d6d35998c295.jpeg;Petz Vila Isabel;RIO DE JANEIRO;RJ;3;True;2024-12-01
4713501;Ariel;MALE;Pequeno;7239293;2024-05-05;4.0;https://s3.amazonaws.com/petz-cdm-stg/a22f1fc9-a6a8-4a7c-9306-6d1251d82ba3.jpeg;Petz Aracaju;ARACAJU;SE;6;True;2024-12-01
4739322;Atena ;FEMALE;Pequeno;7274611;2024-09-29;1.0;https://s3.amazonaws.com/petz-cdm-stg/94bc3e08-c30a-4aef-868f-69d442a0516b.jpeg;Petz Vila Isabel;RIO DE JANEIRO;RJ;2;True;2024-12-01
4747120;BARNEY;MALE;Pequeno;7284747;2024-08-20;2.0;https://s3.amazonaws.com/petz-cdm-stg/0c78a545-dc0d-4521-a07d-3bc9ebec7330.jpeg;Petz Marginal Tiete;SAO PAULO;SP;3;True;2024-12-01
4723502;Batata;MALE;Pequeno;7253546;2024-07-22;1.0;https://s3.amazonaws.com/petz-cdm-stg/7be46c4f-b059-44f1-a35d-2c5a6b9f3f7f.jpeg;Petz Carrefour Manilha;SAO GONCALO;RJ;4;True;2024-12-01
4524314;Batgirl;FEMALE;Pequeno;6996960;2022-11-15;3.0;https://s3.amazonaws.com/petz-cdm-stg/288cd0bf-c186-41b6-9833-6a05daf43c35.jpeg;Petz Aldeota;FORTALEZA;CE;24;False;2024-12-01
4276473;Bebê;MALE;Pequeno;6677536;2023-02-05;2.0;https://s3.amazonaws.com/petz-cdm-stg/311779c7-2541-40e7-ada5-95184c64a88a.jpeg;Petz Iguatemi Esplanada;VOTORANTIM;SP;21;False;2024-12-01
4440520;Bebel;FEMALE;Pequeno;6891913;2022-12-17;3.0;https://s3.amazonaws.com/petz-cdm-stg/7625fd38-4233-452e-ac9c-47b962dee929.jpeg;Petz Betim;BETIM;MG;23;False;2024-12-01
4747092;BELLA;FEMALE;Pequeno;7284701;2024-06-22;2.0;https://s3.amazonaws.com/petz-cdm-stg/e8b07b53-add3-4efe-ae93-66bd7d536e66.jpeg;Petz Marginal Tiete;SAO PAULO;SP;5;True;2024-12-01
4747094;BETTY;FEMALE;Pequeno;7284702;2024-06-22;3.0;https://s3.amazonaws.com/petz-cdm-stg/b45857b8-1e7f-48ec-a3d9-c6f668f965ee.jpeg;Petz Marginal Tiete;SAO PAULO;SP;5;True;2024-12-01
4729452;Bingo;MALE;Pequeno;7261489;2024-03-10;3.0;https://s3.amazonaws.com/petz-cdm-stg/a3df2848-c03d-4a64-9615-cd338d4bf862.jpeg;Petz Sorocaba;SOROCABA;SP;8;True;2024-12-01
