mouraID;NOME;SEXO;PORTE;CAD PETZ ID;DATA DE NASCIMENTO;PESO;FOTO;UNIDADE PETZ;CIDADE;ESTADO;IDADE (MESES);FILHOTE;ENTRADA;PERMANÊNCIA
4726179;Farinha Láctea;FEMALE;Pequeno;7257143;2024-08-08;1.0;https://s3.amazonaws.com/petz-cdm-stg/e4aaeb39-d7f5-44d9-8931-2c7feeaaf899.jpeg;Petz Bandeirantes 24h;SAO PAULO;SP;3;True;2024-11-16;1
4726302;Fermina Daza;FEMALE;Pequeno;7257292;2018-02-01;4.0;https://s3.amazonaws.com/petz-cdm-stg/e1fb8b0d-910f-489c-94da-ed2be1b62785.jpeg;Petz Anália Franco;SAO PAULO;SP;81;False;2024-11-16;1
4729372;Ferrugem ;MALE;Pequeno;7261406;2022-04-06;3.0;https://s3.amazonaws.com/petz-cdm-stg/d8d897bf-59ab-4e11-8344-aa0b809ab1bf.jpeg;Petz João Firmino;SAO BERNARDO DO CAMPO;SP;31;False;2024-11-16;1
4726301;Florentino Ariza;MALE;Pequeno;7257291;2024-01-01;2.0;https://s3.amazonaws.com/petz-cdm-stg/d55517fc-a647-4fe0-b850-e5694c4560d7.jpeg;Petz Anália Franco;SAO PAULO;SP;10;True;2024-11-16;1
4719662;Gael;MALE;Pequeno;7248062;2023-06-20;5.0;https://s3.amazonaws.com/petz-cdm-stg/400dfa72-4114-4a0d-a6dd-33b1658b3260.jpeg;Petz Cantareira;SAO PAULO;SP;16;False;2024-11-16;1
4732120;Helena;FEMALE;Pequeno;7264876;2022-11-14;3.0;https://s3.amazonaws.com/petz-cdm-stg/a97eb2a0-5779-4e2b-865d-8b1495140837.jpeg;Petz Piracicaba;PIRACICABA;SP;24;False;2024-11-16;1
4730152;LASANHA;FEMALE;Pequeno;7262409;2024-09-04;1.0;https://s3.amazonaws.com/petz-cdm-stg/fc2ce7e5-27b5-4bf8-8878-ad68990f88bb.jpeg;Petz Carrefour São Caetano;SAO CAETANO DO SUL;SP;2;True;2024-11-16;1
4731713;Linda;FEMALE;Pequeno;7264387;2023-09-16;4.0;https://s3.amazonaws.com/petz-cdm-stg/5755e7aa-d1c7-41cd-8af2-e61638d6782f.jpeg;Petz Augusta;SAO PAULO;SP;14;False;2024-11-16;1
4732001;Lindinha;FEMALE;Pequeno;7264746;2024-07-30;2.0;https://s3.amazonaws.com/petz-cdm-stg/4da73c18-7c03-411c-8e97-c3e165408b1e.jpeg;Petz Abelardo Bueno;RIO DE JANEIRO;RJ;3;True;2024-11-16;1
4729015;LOGAN;MALE;Pequeno;7260970;2024-09-04;1.0;https://s3.amazonaws.com/petz-cdm-stg/55a5c50f-db02-4ed3-895e-e3eb8cfa8e94.jpeg;Petz Ricardo Jafet 24h;SAO PAULO;SP;2;True;2024-11-16;1
4729947;Louise ;FEMALE;Pequeno;7262175;2024-08-12;1.0;https://s3.amazonaws.com/petz-cdm-stg/8404e837-8450-46f7-8bb2-fc5e180f49cd.jpeg;Petz Parque Flamboyant;GOIANIA;GO;3;True;2024-11-16;1
4733053;LUCA;MALE;Pequeno;7266054;2023-11-10;3.0;https://s3.amazonaws.com/petz-cdm-stg/510d4795-2e00-4491-ad0b-e7fe5ca0f7fd.jpeg;Petz Pacaembu;SAO PAULO;SP;12;False;2024-11-16;1
4731902;LUNA;FEMALE;Pequeno;7264632;2024-05-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/857f7b22-1ae9-47df-a7dd-00edba21c35c.jpeg;Petz Ricardo Jafet 24h;SAO PAULO;SP;6;True;2024-11-16;1
4732970;Maitê ;FEMALE;Pequeno;7265966;2021-10-05;4.0;https://s3.amazonaws.com/petz-cdm-stg/e6f3a3b5-1799-444f-aec4-46f019303a98.jpeg;Petz Santo André;SANTO ANDRE;SP;37;False;2024-11-16;1
4726189;Mango Loco;MALE;Pequeno;7257157;2024-04-05;4.0;https://s3.amazonaws.com/petz-cdm-stg/ddc610ba-03e3-442f-9907-bfb87e396348.jpeg;Petz Bandeirantes 24h;SAO PAULO;SP;7;True;2024-11-16;1
4732126;Marley;MALE;Pequeno;7264882;2023-11-14;3.0;https://s3.amazonaws.com/petz-cdm-stg/4f9fd33f-abb4-471e-bd13-bdc121ecd226.jpeg;Petz Piracicaba;PIRACICABA;SP;12;False;2024-11-16;1
4726297;Marshall Eriksen;MALE;Pequeno;7257289;2024-07-02;2.0;https://s3.amazonaws.com/petz-cdm-stg/eab3db89-fb99-4316-b975-bb07d13d2972.jpeg;Petz Anália Franco;SAO PAULO;SP;4;True;2024-11-16;1
4725250;Mitsubish;MALE;Pequeno;7255869;2024-04-05;3.0;https://s3.amazonaws.com/petz-cdm-stg/44851edd-981f-47df-be00-f52a27038778.jpeg;Petz Alto da Boa Vista;SAO PAULO;SP;7;True;2024-11-16;1
4726310;MÔNICA;FEMALE;Pequeno;7257303;2024-08-20;2.0;https://s3.amazonaws.com/petz-cdm-stg/67dba726-06d8-4754-b99f-203f778907ac.jpeg;Petz Moinhos de Vento;PORTO ALEGRE;RS;2;True;2024-11-16;1
4604322;Nely;FEMALE;Pequeno;7097907;2021-03-01;4.0;https://s3.amazonaws.com/petz-cdm-stg/9df8c395-3ad8-4693-8cb0-18e03ffc5346.jpeg;Petz Extra Maracanã;RIO DE JANEIRO;RJ;44;False;2024-11-16;1
4726467;Nina;FEMALE;Pequeno;7257473;2020-11-08;4.0;https://s3.amazonaws.com/petz-cdm-stg/c328127b-b0af-4dc6-a05d-9649648cada4.jpeg;Petz Piracicaba;PIRACICABA;SP;48;False;2024-11-16;1
4726236;Pacific Punch;MALE;Pequeno;7257211;2024-04-05;3.0;https://s3.amazonaws.com/petz-cdm-stg/2606f0e7-5f15-485d-8d0a-28f9d220ad01.jpeg;Petz Bandeirantes 24h;SAO PAULO;SP;7;True;2024-11-16;1
4732054;Panqueca;MALE;Pequeno;7264805;2023-11-14;3.0;https://s3.amazonaws.com/petz-cdm-stg/153900a9-7d49-438b-83fe-9a2c1312c582.jpeg;Petz Piracicaba;PIRACICABA;SP;12;False;2024-11-16;1
4719651;Perla;FEMALE;Pequeno;7248050;2024-01-15;4.0;https://s3.amazonaws.com/petz-cdm-stg/494f4fcd-aa93-49e7-b111-769064b822ae.jpeg;Petz Cantareira;SAO PAULO;SP;10;True;2024-11-16;1
2803799;PUMA;FEMALE;Pequeno;4534368;2020-08-10;0.0;https://s3.amazonaws.com/petz-cdm-stg/64a11e68-3b6f-4910-b432-f84db09f488b.jpeg;Petz Extra Maracanã;RIO DE JANEIRO;RJ;51;False;2024-11-16;1
4722582;Raimundo;MALE;Pequeno;7252301;2022-03-20;4.0;https://s3.amazonaws.com/petz-cdm-stg/9e224587-7b97-434c-b686-915bfdea68a0.jpeg;Petz Cavalhada;PORTO ALEGRE;RS;31;False;2024-11-16;1
4732125;Ravi;MALE;Pequeno;7264880;2023-11-14;3.0;https://s3.amazonaws.com/petz-cdm-stg/f050b145-1789-487d-a22c-fa7592e200d6.jpeg;Petz Piracicaba;PIRACICABA;SP;12;False;2024-11-16;1
4730175;RAVIOLI;MALE;Pequeno;7262431;2024-09-04;1.0;https://s3.amazonaws.com/petz-cdm-stg/e2af7203-c39a-40e8-b860-e395cc757ef4.jpeg;Petz Carrefour São Caetano;SAO CAETANO DO SUL;SP;2;True;2024-11-16;1
4730169;RISOTTO;MALE;Pequeno;7262422;2024-09-04;1.0;https://s3.amazonaws.com/petz-cdm-stg/65a15924-56d5-4642-88ac-1c4b19c2fbca.jpeg;Petz Carrefour São Caetano;SAO CAETANO DO SUL;SP;2;True;2024-11-16;1
4726298;Robin Scherbatsky;FEMALE;Pequeno;7257285;2024-07-02;2.0;https://s3.amazonaws.com/petz-cdm-stg/182657dc-7f89-4926-b8ef-c5d6bd393f3c.jpeg;Petz Anália Franco;SAO PAULO;SP;4;True;2024-11-16;1
4726259;Salazar;MALE;Pequeno;7257239;2024-09-07;2.0;https://s3.amazonaws.com/petz-cdm-stg/20eb4044-1e4e-4459-945a-e7b2bb59a370.jpeg;Petz Itaim;SAO PAULO;SP;2;True;2024-11-16;1
4732711;Samira;FEMALE;Medio;7265654;2023-10-10;4.0;https://s3.amazonaws.com/petz-cdm-stg/cbaa210c-d08e-4cf9-bb91-ea3ea75458b9.jpeg;Petz Santo André;SANTO ANDRE;SP;13;False;2024-11-16;1
4731915;SERENA;FEMALE;Pequeno;7264641;2024-05-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/179b2225-27b0-4110-a7a1-37b4f6efb128.jpeg;Petz Ricardo Jafet 24h;SAO PAULO;SP;6;True;2024-11-16;1
4732009;Silvia;FEMALE;Pequeno;7264757;2024-08-30;2.0;https://s3.amazonaws.com/petz-cdm-stg/dd247499-5a1b-4221-b49d-b7dc76318f62.jpeg;Petz Abelardo Bueno;RIO DE JANEIRO;RJ;2;True;2024-11-16;1
4732010;Sônia;FEMALE;Pequeno;7264764;2024-08-30;2.0;https://s3.amazonaws.com/petz-cdm-stg/e5a1efc4-ffd6-4240-a91c-cc51499c263e.jpeg;Petz Abelardo Bueno;RIO DE JANEIRO;RJ;2;True;2024-11-16;1
4730160;SPAGHETTI;MALE;Pequeno;7262415;2024-09-04;1.0;https://s3.amazonaws.com/petz-cdm-stg/50adf5bb-3876-432b-9930-f585decd56ff.jpeg;Petz Carrefour São Caetano;SAO CAETANO DO SUL;SP;2;True;2024-11-16;1
4701612;Stella;FEMALE;Pequeno;7223053;2023-11-14;4.0;https://s3.amazonaws.com/petz-cdm-stg/f2588c84-c972-41a5-9db8-5c26c242ea11.jpeg;Petz Piracicaba;PIRACICABA;SP;12;False;2024-11-16;1
4729376;Tequila ;FEMALE;Pequeno;7261410;2022-01-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/0ea3a87b-b47e-4a29-ba0c-4bde1062d50e.jpeg;Petz João Firmino;SAO BERNARDO DO CAMPO;SP;34;False;2024-11-16;1
4725195;Tess;FEMALE;Pequeno;7255781;2023-07-15;4.0;https://s3.amazonaws.com/petz-cdm-stg/05579dca-a437-43b2-8ff1-e8d8ff9fb4a8.jpeg;Petz Augusta;SAO PAULO;SP;16;False;2024-11-16;1
4718544;Tom ;MALE;Pequeno;7246451;2024-08-30;1.0;https://s3.amazonaws.com/petz-cdm-stg/594c331d-d276-4aa1-8f98-c028e6a5fec4.jpeg;Petz Bueno T63;GOIANIA;GO;2;True;2024-11-16;1
4731992;Urice;FEMALE;Pequeno;7264738;2024-08-01;2.0;https://s3.amazonaws.com/petz-cdm-stg/6d5746b4-0373-4131-a3b7-9ce5cedb8573.jpeg;Petz Abelardo Bueno;RIO DE JANEIRO;RJ;3;True;2024-11-16;1
4731980;Uster;MALE;Pequeno;7264724;2024-08-01;2.0;https://s3.amazonaws.com/petz-cdm-stg/4083db4c-2518-412d-a5ec-1f3d169d8095.jpeg;Petz Abelardo Bueno;RIO DE JANEIRO;RJ;3;True;2024-11-16;1
